salesperson_id,product_id,state,city,latitude,longitude,shiptonumber,customer_id,company_id,source_id,price,metric,tons,mode_id,terms,ship_start,completed
5,2,LA,DONALDSONVILLE,30.1010323,-90.9928773,205741,54,34,556,190,$/st,24,2,DEL,Aug-17,yes
4,1,IA,BREDA,42.1816509,-94.9769338,207090,123,34,558,230,$/st,75,2,FOB,Aug-17,yes
8,1,IA,MALVERN,41.002776,-95.5852781,208254,78,34,570,235,$/st,22,2,DEL,Aug-17,no
7,2,AB,VULCAN,50.4,-113.25,210706,46,34,559,336,$/st,148,2,DEL,Aug-17,yes
7,2,SK,CORONACH,49.1167555,-105.5178053,215381,46,34,559,325,$/st,119,2,FOB,Aug-17,no
8,1,KS,BELOIT,39.4561178,-98.1061595,208735,29,34,618,200,$/st,20,2,DEL,Aug-17,no
8,1,KS,HUNTER,39.2341752,-98.397283,208726,29,34,618,200,$/st,40,2,DEL,Aug-17,no
7,2,AB,BOW ISLAND,49.87,-111.37,207011,543,34,559,348,$/st,99,2,DEL,Aug-17,no
7,2,BC,PRESPATOU,57.207041,-121.113381,217521,497,34,559,294.99,$/st,48,2,FOB,Aug-17,no
8,2,AB,LEGAL,53.95014825,-113.585332,209863,29,34,559,325,$/st,48,2,FOB,Aug-17,no
7,2,AB,STETTLER,52.33,-112.68,210515,444,34,559,334,$/st,146,2,FOB,Aug-17,yes
14,1,KS,AGRA,39.7616776,-99.1192544,217956,8,34,560,200,$/st,20,2,FOB,Aug-17,no
12,1,IL,RIDGWAY,37.7992131,-88.2611509,203213,267,34,565,249.48,$/st,41,2,DEL,Aug-17,yes
7,2,AB,DRUMHELLER,51.4333,-112.667,201907,40,34,559,334,$/st,147,2,DEL,Aug-17,yes
7,2,SK,RADISSON,52.46223297,-107.3952198,201806,40,34,559,320,$/st,97,2,FOB,Aug-17,no
14,1,ND,KRAMER,48.690565,-100.7068093,209395,8,34,568,260,$/st,23,2,FOB,Aug-17,no
14,1,ND,SOURIS,48.9097383,-100.6815394,209392,8,34,568,260,$/st,24,2,FOB,Aug-17,yes
14,1,ND,BISBEE,48.6258358,-99.3779181,101855,8,34,568,255,$/st,53,2,DEL,Aug-17,yes
7,2,AB,VERMILION,53.35,-110.85,101308,453,34,559,333,$/st,148,2,FOB,Aug-17,no
7,2,AB,THREE HILLS,51.7,-113.27,101288,420,34,559,334,$/st,347,2,DEL,Aug-17,yes
13,2,MN,SHELLY,47.4580288,-96.8184126,201555,218,34,558,167,$/st,26,2,FOB,Aug-17,yes
13,2,MN,EAST GRAND FORKS,47.9299789,-97.0245211,215695,218,34,558,163.5,$/st,126,2,DEL,Aug-17,yes
13,2,ND,GRAFTON,48.4122108,-97.410634,201581,218,34,558,168,$/st,123,2,DEL,Aug-17,yes
13,2,ND,MINTO,48.2916547,-97.3714652,201520,218,34,558,168,$/st,33,2,DEL,Aug-17,no
4,3,WI,JANESVILLE,42.6827885,-89.0187223,207194,49,34,580,170,$/st,26,2,FOB,Aug-17,yes
8,2,MN,BINGHAM LAKE,43.9066239,-95.0463791,100548,379,34,558,179,$/st,24,2,FOB,Aug-17,yes
8,2,MN,WALNUT GROVE,44.2230121,-95.469449,218239,151,34,558,179,$/st,158,2,FOB,Aug-17,yes
9,1,OK,DRUMMOND,36.3003124,-98.0358954,208561,47,34,560,200,$/st,20,2,DEL,Aug-17,no
1,4,FL,TAMPA,27.9475216,-82.4584279,201883,72,34,561,138.22,$/st,100,1,DEL,Aug-17,no
13,1,MN,TRACY,44.2332911,-95.6191766,203859,8,34,598,217.78,$/st,40,2,DEL,Aug-17,yes
12,1,IL,MEREDOSIA,39.8311579,-90.5595708,205310,94,34,571,246.98,$/st,21,2,DEL,Aug-17,yes
14,1,MN,ECHO,44.6169018,-95.4175104,215669,8,34,598,224.71,$/st,38,2,FOB,Aug-17,yes
12,1,IL,ERIE,41.6564203,-90.0792859,200489,3,34,566,247.62,$/st,119,2,FOB,Aug-17,no
12,1,IL,MACON,39.7128155,-88.9970218,208168,3,34,571,242.93,$/st,41,2,DEL,Aug-17,yes
13,2,SD,HITCHCOCK,44.629702,-98.4095385,218609,5,34,558,175,$/st,128,2,DEL,Aug-17,yes
13,2,ND,FAIRMOUNT,46.0549591,-96.6022941,101476,5,34,558,169.5,$/st,132,2,DEL,Aug-17,no
3,2,SD,HURON,44.3633173,-98.2142572,209443,36,34,558,177.5,$/st,27,2,DEL,Aug-17,no
3,2,SD,CARPENTER,44.6374734,-97.9167552,209441,36,34,558,175,$/st,58,2,FOB,Aug-17,no
3,2,SD,MILLER,44.5183148,-98.988434,204615,699,34,558,174.5,$/st,26,2,DEL,Aug-17,no
8,2,MN,WELCOME,43.6668998,-94.6194213,206084,29,34,558,180,$/st,51,2,DEL,Aug-17,no
13,2,SD,MADISON,44.0060847,-97.1139496,101329,5,34,558,188,$/st,135,2,FOB,Aug-17,yes
13,2,SD,MADISON,44.0060847,-97.1139496,205092,5,34,558,188,$/st,29,2,DEL,Aug-17,yes
13,2,SD,HARTFORD,43.6230323,-96.942555,200826,5,34,558,188,$/st,26,2,DEL,Aug-17,yes
13,2,SD,FLANDREAU,44.0494154,-96.595324,217420,5,34,558,188,$/st,33,2,FOB,Aug-17,yes
3,2,SD,MITCHELL,43.7094283,-98.0297992,215527,21,34,558,180,$/st,62,2,FOB,Aug-17,yes
2,1,WA,WATERVILLE,47.6470761,-120.0711788,207153,258,34,603,370,$/st,35,2,DEL,Aug-17,yes
13,2,IA,DUNLAP,41.8544327,-95.6005594,206685,5,34,558,185,$/st,25,2,DEL,Aug-17,no
13,2,MN,FAIRMONT,43.6521775,-94.4610832,101690,5,34,558,185,$/st,51,2,FOB,Aug-17,yes
13,2,MN,DOVRAY,44.0527395,-95.550006,206542,5,34,558,185,$/st,27,2,DEL,Aug-17,yes
13,2,NE,IMPERIAL,40.5169402,-101.6432253,218652,5,34,558,185,$/st,28,2,DEL,Aug-17,yes
13,2,SD,HAYTI,44.6571873,-97.2050728,200777,1,34,558,185,$/st,26,2,DEL,Aug-17,yes
13,2,NE,EDISON,40.2772297,-99.7770633,100169,1,34,558,185,$/st,58,2,FOB,Aug-17,yes
13,2,SD,GREGORY,43.2322227,-99.4303833,205996,1,34,558,185,$/st,64,2,FOB,Aug-17,no
3,2,SD,MILLER,44.5183148,-98.988434,204615,699,34,558,183.49,$/st,98,2,FOB,Aug-17,no
4,2,ND,GRAND FORKS,47.9252568,-97.0328547,207381,199,34,558,177,$/st,26,2,FOB,Aug-17,yes
4,2,MN,HALLOCK,48.7744263,-96.946447,218642,199,34,558,170,$/st,25,2,DEL,Aug-17,yes
4,2,MN,MAYNARD,44.9069025,-95.4689074,203399,45,34,558,172,$/st,26,2,FOB,Aug-17,no
14,2,NM,LAS CRUCES,32.3123157,-106.7783374,204443,8,34,577,190,$/st,26,2,DEL,Aug-17,yes
13,2,ND,BOWMAN,46.1830618,-103.3949061,212165,5,34,558,195,$/st,29,2,DEL,Aug-17,yes
13,2,SD,ONIDA,44.7080379,-100.059845,205552,5,34,558,195,$/st,52,2,FOB,Aug-17,yes
3,2,KS,ARKANSAS CITY,37.0619736,-97.0383712,100793,281,34,577,190,$/st,27,2,FOB,Aug-17,yes
13,2,SD,WINNER,43.3766665,-99.8590069,218693,84,34,558,207,$/st,30,2,FOB,Aug-17,yes
2,2,MT,MOORE,46.9755231,-109.6968536,101582,623,34,559,216,$/st,40,2,FOB,Aug-17,yes
8,4,MO,CAIRO,39.5119787,-92.4404603,101566,608,34,561,200.6,$/st,24,2,FOB,Aug-17,yes
8,4,MO,MOBERLY,39.4183689,-92.4382367,212274,608,34,561,219.44,$/st,24,2,DEL,Aug-17,yes
5,3,OK,SEILING,36.1480957,-98.9242615,213927,134,34,557,134.29,$/st,24,2,DEL,Aug-17,no
8,3,IA,CUSHING,42.4647099,-95.6750061,100210,212,34,558,150,$/st,78,2,DEL,Aug-17,yes
19,1,NY,WATERLOO,42.9047884,-76.8627368,216379,749,34,562,290,$/st,41,2,FOB,Aug-17,no
14,3,IA,ARCADIA,42.0872073,-95.0461023,216576,8,34,558,150,$/st,23,2,DEL,Aug-17,no
9,3,TX,GAINESVILLE,33.6259414,-97.1333453,100680,37,34,557,130.29,$/st,196,1,DEL,Aug-17,yes
5,3,NE,PIERCE,42.19917,-97.5267247,202852,554,34,558,150,$/st,61,2,DEL,Aug-17,no
13,3,SD,PIERRE,44.3683156,-100.3509665,100534,34,34,558,150,$/st,76,2,FOB,Aug-17,yes
5,3,NE,OAKDALE,42.0697291,-97.9692312,202076,568,34,558,150,$/st,53,2,DEL,Aug-17,no
5,3,NE,CEDAR RAPIDS,41.560013,-98.1445085,206955,568,34,558,150,$/st,27,2,DEL,Aug-17,yes
5,3,NE,EWING,42.2577833,-98.3464655,202075,568,34,558,150,$/st,52,2,FOB,Aug-17,no
5,3,NE,BARTLETT,41.8852859,-98.5523003,206957,568,34,558,150,$/st,27,2,DEL,Aug-17,no
12,3,IL,LAWRENCEVILLE,38.7292138,-87.6816927,205701,5,34,565,148,$/st,25,2,DEL,Aug-17,yes
14,3,MN,JACKSON,43.6207916,-94.9886022,218222,8,34,558,150,$/st,76,2,FOB,Aug-17,no
14,3,WI,OSCEOLA,45.3205199,-92.7049303,200003,8,34,563,157.58,$/st,47,2,FOB,Aug-17,no
14,3,MN,ISANTI,45.4902416,-93.2477276,200004,8,34,563,170,$/st,24,2,DEL,Aug-17,no
8,3,IA,HINTON,42.6277701,-96.2916927,101999,845,34,558,150,$/st,255,2,FOB,Aug-17,yes
8,3,IA,ROYAL,43.0655295,-95.2838877,101275,29,34,558,150,$/st,51,2,DEL,Aug-17,no
8,3,IA,ARCHER,43.1152567,-95.7458466,202639,29,34,558,150,$/st,90,2,FOB,Aug-17,yes
8,3,IA,GRANVILLE,41.4961096,-92.7743601,203267,29,34,558,150,$/st,154,2,DEL,Aug-17,yes
8,3,IA,HULL,43.1885919,-96.1336329,210253,29,34,558,150,$/st,64,2,DEL,Aug-17,yes
8,3,NE,PLATTSMOUTH,41.0113881,-95.8822312,204630,29,34,558,150,$/st,150,2,FOB,Aug-17,no
8,3,NE,RANDOLPH,42.3786127,-97.3570005,100676,29,34,558,150,$/st,30,2,DEL,Aug-17,no
8,3,NE,VERDIGRE,42.5969469,-98.0336814,201125,29,34,558,150,$/st,23,2,FOB,Aug-17,no
8,3,NE,OSMOND,42.3600032,-97.5967282,100475,29,34,558,150,$/st,30,2,FOB,Aug-17,no
8,3,SD,TABOR,42.9486088,-97.658954,209992,29,34,558,150,$/st,25,2,FOB,Aug-17,no
8,3,SD,MENNO,43.2397131,-97.5778442,215231,29,34,558,150,$/st,168,2,DEL,Aug-17,no
8,3,SD,BURBANK,42.745276,-96.8292077,217606,29,34,558,150,$/st,48,2,FOB,Aug-17,no
5,3,OK,WEATHERFORD,35.5261633,-98.7075744,208475,54,34,557,131.58,$/st,22,2,FOB,Aug-17,yes
2,3,CA,HANFORD,36.3274502,-119.6456844,210656,187,34,557,129.99,$/st,682,1,FOB,Aug-17,yes
3,3,NE,ORCHARD,42.3355602,-98.242852,100470,128,34,558,150,$/st,101,2,DEL,Aug-17,yes
13,3,WI,MENOMONIE,44.8755183,-91.9193422,101053,216,34,563,170,$/st,46,2,FOB,Aug-17,yes
3,3,NE,PENDER,42.1141648,-96.7072585,100486,115,34,558,150,$/st,56,2,FOB,Aug-17,yes
3,3,NE,TILDEN,42.0472286,-97.8339503,203613,31,34,558,150,$/st,150,2,FOB,Aug-17,yes
3,3,NE,COLUMBUS,41.4297341,-97.3683753,203618,31,34,558,150,$/st,61,2,DEL,Aug-17,yes
3,3,NE,HUMPHREY,41.6916753,-97.4844907,203599,31,34,558,150,$/st,90,2,FOB,Aug-17,no
24,3,LA,DONALDSONVILLE,30.1010323,-90.9928773,207591,1,34,556,125,$/st,"11,568",3,DEL,Aug-17,no
3,3,NE,EMMET,42.4755589,-98.8062032,100895,607,34,558,150,$/st,62,2,DEL,Aug-17,yes
8,3,IA,CHEROKEE,42.7494277,-95.551674,100009,296,34,558,150,$/st,158,2,FOB,Aug-17,yes
3,3,SD,CHESTER,43.8949736,-96.926445,214186,699,34,558,150,$/st,85,2,DEL,Aug-17,yes
3,3,SD,SALEM,43.7241455,-97.388953,216493,699,34,558,150,$/st,85,2,FOB,Aug-17,no
24,3,NE,STUART,42.5991677,-99.1426014,100736,1,34,558,150,$/st,58,2,DEL,Aug-17,no
24,3,SD,FAIRFAX,43.027497,-98.8884228,206959,1,34,558,150,$/st,22,2,FOB,Aug-17,yes
24,3,SD,WINNER,43.3766665,-99.8590069,100547,1,34,558,150,$/st,22,2,FOB,Aug-17,yes
24,3,SD,WINNER,43.3766665,-99.8590069,216380,1,34,558,150,$/st,45,2,FOB,Aug-17,no
24,3,TX,MUENSTER,33.6517736,-97.3764089,210196,1,34,557,145,$/st,50,2,FOB,Aug-17,no
6,2,SC,CHARLESTON,32.7765656,-79.9309216,216767,596,34,556,319.13,$/st,99,1,FOB,Aug-17,yes
15,3,CA,STOCKTON,37.9577016,-121.2907796,218477,182,34,557,110.63,$/st,977,1,FOB,Aug-17,no
19,3,MI,PIGEON,43.8300151,-83.2699553,100543,171,34,562,155.01,$/st,134,2,FOB,Aug-17,no
19,3,MI,FAIRGROVE,43.5236323,-83.5432925,200096,171,34,562,155,$/st,132,2,FOB,Aug-17,yes
4,3,IL,MATTOON,39.4830897,-88.3728255,210998,11,34,565,148,$/st,25,2,FOB,Aug-17,no
24,3,MN,HUTCHINSON,44.8877401,-94.3697057,101956,1,34,563,170,$/st,45,2,DEL,Aug-17,no
24,3,MN,DANUBE,44.7919049,-95.097225,217945,1,34,563,170,$/st,22,2,DEL,Aug-17,yes
19,3,ON,STONEY POINT,42.291458,-82.75465413,213881,3,34,562,210,$/st,37,2,FOB,Aug-17,yes
12,3,ON,LUCKNOW,43.95,-81.52,211096,3,34,562,210,$/st,37,2,FOB,Aug-17,no
4,3,NE,BRUNSWICK,42.3377827,-97.9706228,201006,11,34,558,150,$/st,26,2,FOB,Aug-17,yes
4,3,NE,OSMOND,42.3600032,-97.5967282,201013,11,34,558,150,$/st,155,2,FOB,Aug-17,no
4,3,NE,PENDER,42.1141648,-96.7072585,201087,11,34,558,150,$/st,256,2,DEL,Aug-17,yes
4,3,NE,WAYNE,42.2305588,-97.0178236,211896,11,34,558,150,$/st,186,2,DEL,Aug-17,yes
4,3,MI,CROSWELL,43.2755809,-82.621038,201003,11,34,562,155,$/st,83,2,FOB,Aug-17,no
6,3,OH,FRESNO,40.3325692,-81.7415163,202092,705,34,569,125.43,$/st,500,1,FOB,Aug-17,no
19,3,ON,BRODHAGEN,43.576485,-81.101441,213734,141,34,562,210,$/st,79,2,FOB,Aug-17,no
19,3,ON,BRUSSELS,43.75,-81.25,214227,141,34,562,210,$/st,80,2,FOB,Aug-17,yes
19,3,ON,FINGAL,42.673069,-81.214813,213820,141,34,562,210,$/st,80,2,FOB,Aug-17,no
19,3,ON,FOREST,43.1,-82,213736,141,34,562,210,$/st,78,2,FOB,Aug-17,no
19,3,ON,RIPLEY,44.0711064,-81.5801504,213816,141,34,562,210,$/st,182,2,DEL,Aug-17,yes
4,3,MN,ROYALTON,45.8299654,-94.2936093,200989,11,34,563,170,$/st,27,2,DEL,Aug-17,yes
2,2,MT,DENTON,47.3196952,-109.9474185,101913,729,34,559,301,$/st,40,2,FOB,Aug-17,no
9,3,TX,WALLIS,29.6313486,-96.0652362,101921,734,34,567,140,$/st,189,2,DEL,Aug-17,no
9,3,OK,WEATHERFORD,35.5261633,-98.7075744,208475,139,34,557,154.46,$/st,21,2,FOB,Aug-17,yes
24,3,TX,AMARILLO,35.2219971,-101.8312969,207776,1,34,557,121.1,$/st,877,1,FOB,Aug-17,yes
9,3,TX,COST,29.4374607,-97.5288825,101884,841,34,567,140,$/st,53,2,FOB,Aug-17,yes
16,1,MN,DE GRAFF,45.2632935,-95.4678064,201924,182,34,598,226,$/st,234,2,FOB,Aug-17,no
5,2,OK,MORRISON,36.2972705,-97.0080934,207805,54,34,577,215,$/st,26,2,FOB,Aug-17,no
2,3,CA,BUTTONWILLOW,35.400517,-119.4695619,100264,206,34,557,122.68,$/st,487,1,FOB,Aug-17,yes
2,3,CA,CORCORAN,36.098007,-119.5604015,203311,206,34,557,130.01,$/st,780,1,FOB,Aug-17,no
2,3,CA,KERMAN,36.7235572,-120.059879,200975,187,34,602,185,$/st,158,2,DEL,Aug-17,yes
1,4,FL,LAKE CITY,30.1896756,-82.6392899,205211,239,34,561,165.52,$/st,399,1,DEL,Aug-17,yes
19,3,IA,WILLIAMS,42.4883119,-93.5449323,218689,27,34,558,150.49,$/st,52,2,FOB,Aug-17,no
12,3,IL,KILBOURNE,40.1519897,-90.0101153,100018,346,34,571,150,$/st,53,2,FOB,Aug-17,no
2,2,MT,BILLINGS,45.7832856,-108.5006904,201573,218,34,559,221,$/st,78,2,FOB,Aug-17,yes
12,3,IL,FLANAGAN,40.8780891,-88.8611818,100014,251,34,580,152,$/st,101,2,FOB,Aug-17,yes
19,3,ON,HENSALL,43.43,-81.5,100076,163,34,562,210,$/st,36,2,DEL,Aug-17,yes
5,2,LA,DONALDSONVILLE,30.1010323,-90.9928773,205741,54,34,556,200,$/st,24,2,DEL,Aug-17,yes
19,3,MI,RICHVILLE,43.4091901,-83.677185,209766,170,34,562,155,$/st,178,2,DEL,Aug-17,yes
19,3,ON,KENT BRIDGE,42.369325,-82.371863,213846,197,34,562,210,$/st,81,2,DEL,Aug-17,no
12,3,IL,STEWARDSON,39.263096,-88.6297778,209414,3,34,600,143.88,$/st,45,2,FOB,Aug-17,yes
12,3,IL,BOURBONNAIS,41.1416991,-87.8750429,201164,3,34,580,152,$/st,151,2,DEL,Aug-17,no
12,3,IL,HERSCHER,41.0491989,-88.0978262,201165,3,34,580,151,$/st,51,2,FOB,Aug-17,yes
12,3,IL,CHATSWORTH,40.7536464,-88.2919947,201160,3,34,580,152,$/st,77,2,DEL,Aug-17,no
12,3,IL,GIBSON CITY,40.4584275,-88.384603,201150,3,34,580,152,$/st,25,2,FOB,Aug-17,no
12,3,IL,MELVIN,40.5675346,-88.2478272,201149,3,34,571,149.5,$/st,101,2,FOB,Aug-17,yes
12,3,IL,EDELSTEIN,40.9408702,-89.6292636,100191,155,34,571,150,$/st,67,2,DEL,Aug-17,yes
12,3,IL,ROCHELLE,41.9239178,-89.0687074,101274,442,34,580,145,$/st,52,2,DEL,Aug-17,yes
12,3,IL,ATKINSON,41.4208678,-90.0151121,200486,3,34,566,148.99,$/st,106,2,FOB,Aug-17,yes
13,3,MN,HOLLOWAY,45.2485722,-95.9080996,100322,205,34,557,130.5,$/st,"6,318",#N/A,FOB,Aug-17,yes
4,3,TX,DIMMITT,34.5509028,-102.3118607,214987,125,34,557,125.08,$/st,195,1,DEL,Aug-17,yes
4,3,TX,SLATON,33.4373113,-101.6434915,207493,125,34,557,125.18,$/st,"1,946",1,DEL,Aug-17,yes
6,3,OH,MAUMEE,41.5628294,-83.6538244,100767,52,34,597,155,$/st,53,2,DEL,Aug-17,yes
19,3,ON,KERWOOD,42.94579,-81.743892,214807,363,34,562,210,$/st,118,2,DEL,Aug-17,yes
3,3,NE,NICKERSON,41.534442,-96.470302,205687,93,34,558,154.95,$/st,51,2,FOB,Aug-17,yes
1,2,LA,CROWLEY,30.2140928,-92.3745761,215936,23,34,556,200,$/st,126,2,FOB,Aug-17,no
5,2,KS,SATANTA,37.4372467,-100.9721109,210533,1,34,577,220,$/st,28,2,DEL,Aug-17,yes
5,2,OK,SHAWNEE,35.3272928,-96.9253004,209276,1,34,577,220,$/st,27,2,FOB,Aug-17,no
3,2,KS,CLAY CENTER,37.5194641,-96.77114,207150,26,34,558,215,$/st,25,2,FOB,Aug-17,yes
5,3,OK,DRUMMOND,36.3003124,-98.0358954,208561,54,34,557,145,$/st,25,2,DEL,Aug-17,yes
5,3,TX,SHAMROCK,32.599302,-96.8875018,211978,54,34,557,145,$/st,26,2,FOB,Aug-17,yes
4,1,IN,MONTGOMERY,38.6625493,-87.0461181,216822,11,34,574,260.79,$/st,40,2,FOB,Aug-17,yes
1,2,AL,OPP,31.2826685,-86.2555067,213854,254,34,556,205,$/st,24,2,FOB,Aug-17,yes
1,2,AL,SYLACAUGA,33.1731716,-86.2516406,200820,254,34,556,205,$/st,25,2,DEL,Aug-17,yes
8,3,IL,CARMI,38.0908796,-88.1586488,201846,405,34,565,150,$/st,25,2,DEL,Aug-17,yes
6,4,MO,DEXTER,36.7958866,-89.9578688,216566,254,34,561,200,$/st,25,2,DEL,Aug-17,yes
6,4,MS,PONTOTOC,34.2478831,-88.998673,216532,254,34,561,200,$/st,25,2,DEL,Aug-17,yes
7,2,AB,BARONS,49.997467,-113.075508,204079,686,34,559,399,$/st,49,2,DEL,Aug-17,no
5,3,OK,PERRY,36.2894855,-97.2880983,209831,5,34,557,185.01,$/st,22,2,DEL,Aug-17,no
2,2,MT,GERALDINE,47.6035847,-110.2657587,203561,573,34,559,193,$/st,97,2,FOB,Aug-17,no
2,2,MT,MOCCASIN,47.0533007,-109.9104723,216818,573,34,559,200,$/st,127,2,DEL,Aug-17,yes
13,2,SD,MADISON,44.0060847,-97.1139496,101329,19,34,558,195,$/st,92,2,DEL,Aug-17,no
4,1,IA,BREDA,42.1816509,-94.9769338,207090,123,34,558,230,$/st,76,2,FOB,Aug-17,no
4,1,IA,ODEBOLT,42.3122068,-95.2505501,207110,123,34,558,230,$/st,38,2,DEL,Aug-17,yes
4,1,IA,ANTHON,42.3883232,-95.8666772,207219,123,34,558,230,$/st,21,2,DEL,Aug-17,no
8,1,IA,MISSOURI VALLEY,41.556381,-95.8877881,208255,78,34,570,235,$/st,37,2,FOB,Aug-17,yes
8,1,IA,MISSOURI VALLEY,41.556381,-95.8877881,210553,78,34,570,235,$/st,21,2,FOB,Aug-17,no
7,2,AB,OYEN,51.35414882,-110.483923,206419,46,34,559,342,$/st,48,2,FOB,Aug-17,no
7,2,AB,VULCAN,50.4,-113.25,210706,46,34,559,336,$/st,247,2,FOB,Aug-17,no
7,2,AB,CARSELAND,50.850349,-113.465263,206423,46,34,559,336,$/st,50,2,FOB,Aug-17,no
7,2,SK,CORONACH,49.1167555,-105.5178053,215381,46,34,559,325,$/st,80,2,FOB,Aug-17,yes
8,1,KS,ELLSWORTH,38.7305648,-98.2281126,208117,29,34,618,200,$/st,21,2,FOB,Aug-17,no
8,1,KS,HILLSBORO,38.3519556,-97.2044723,202141,29,34,618,200,$/st,22,2,DEL,Aug-17,no
8,1,KS,BELOIT,39.4561178,-98.1061595,208732,29,34,618,200,$/st,122,2,FOB,Aug-17,yes
8,1,KS,HUNTER,39.2341752,-98.397283,208726,29,34,618,200,$/st,20,2,FOB,Aug-17,yes
7,2,AB,BOW ISLAND,49.87,-111.37,207011,543,34,559,348,$/st,99,2,FOB,Aug-17,no
7,2,BC,PRESPATOU,57.207041,-121.113381,217521,497,34,559,294.99,$/st,47,2,DEL,Aug-17,yes
13,1,MN,ARGYLE,48.3327553,-96.8208949,202647,90,34,590,260,$/st,20,2,DEL,Aug-17,yes
13,1,MN,GRYGLA,48.3007977,-95.6183321,208677,90,34,590,260,$/st,40,2,FOB,Aug-17,yes
7,2,AB,BARONS,49.997467,-113.075508,204079,686,34,559,339,$/st,82,2,DEL,Aug-17,no
7,2,AB,STETTLER,52.33,-112.68,210515,444,34,559,334,$/st,97,2,FOB,Aug-17,yes
7,2,AB,SPRUCE VIEW,52.087499,-114.307119,207833,497,34,559,323,$/st,50,2,DEL,Aug-17,yes
12,1,IL,RIDGWAY,37.7992131,-88.2611509,203213,267,34,565,249.48,$/st,60,2,DEL,Aug-17,yes
1,1,IL,BURNT PRAIRIE,38.2517139,-88.2614318,203286,106,34,565,249.39,$/st,38,2,FOB,Aug-17,yes
7,2,AB,DRUMHELLER,51.4333,-112.667,201907,40,34,559,334,$/st,246,2,FOB,Aug-17,no
7,2,SK,DELISLE,51.92529,-107.12908,206158,40,34,559,323,$/st,49,2,FOB,Aug-17,yes
14,1,ND,KRAMER,48.690565,-100.7068093,209395,8,34,568,260,$/st,23,2,FOB,Aug-17,yes
14,1,ND,SOURIS,48.9097383,-100.6815394,209392,8,34,568,260,$/st,23,2,DEL,Aug-17,yes
7,2,AB,DRUMHELLER,51.4333,-112.667,101292,396,34,559,334,$/st,46,2,DEL,Aug-17,no
7,2,AB,EDBERG,52.78343494,-112.7852417,101286,375,34,559,336,$/st,197,2,DEL,Aug-17,yes
7,2,AB,VERMILION,53.35,-110.85,101308,453,34,559,333,$/st,49,2,DEL,Aug-17,no
7,2,AB,THREE HILLS,51.7,-113.27,101288,420,34,559,334,$/st,396,2,DEL,Aug-17,yes
7,2,AB,OLDS,51.7833,-114.1,101317,438,34,559,331,$/st,48,2,FOB,Aug-17,yes
13,2,MN,SHELLY,47.4580288,-96.8184126,201555,218,34,558,167,$/st,105,2,FOB,Aug-17,yes
13,2,MN,EAST GRAND FORKS,47.9299789,-97.0245211,215695,218,34,558,163.5,$/st,51,2,DEL,Aug-17,no
13,2,ND,GRAFTON,48.4122108,-97.410634,201581,218,34,558,168,$/st,90,2,FOB,Aug-17,no
14,1,IL,SMITHTON,38.4086616,-89.9920501,215534,8,34,565,228.11,$/st,21,2,FOB,Aug-17,yes
8,2,MN,WALNUT GROVE,44.2230121,-95.469449,218239,151,34,558,179,$/st,131,2,DEL,Aug-17,no
7,2,AB,DRUMHELLER,51.4333,-112.667,101292,396,34,559,339,$/st,143,2,FOB,Aug-17,no
13,1,MN,GULLY,47.7685687,-95.6227947,101539,8,34,590,237.36,$/st,40,2,FOB,Aug-17,yes
3,1,NE,CRESTON,41.7066754,-97.362543,100592,131,34,558,240,$/st,43,2,DEL,Aug-17,yes
1,4,FL,TAMPA,27.9475216,-82.4584279,201883,99,34,561,140.66,$/st,500,1,FOB,Aug-17,no
1,4,FL,TAMPA,27.9475216,-82.4584279,201883,72,34,561,138.22,$/st,100,1,DEL,Aug-17,yes
13,1,MN,PLAINVIEW,44.1649655,-92.1715571,218653,5,34,563,231.68,$/st,38,2,DEL,Aug-17,yes
12,1,IL,MORTON,40.6128161,-89.4592609,204746,3,34,571,250.79,$/st,58,2,DEL,Aug-17,yes
13,2,SD,HITCHCOCK,44.629702,-98.4095385,218609,5,34,558,175,$/st,97,2,DEL,Aug-17,yes
13,2,ND,FAIRMOUNT,46.0549591,-96.6022941,101476,5,34,558,169.5,$/st,167,2,DEL,Aug-17,yes
13,2,ND,FAIRMOUNT,46.0549591,-96.6022941,217148,5,34,558,169.5,$/st,30,2,DEL,Aug-17,no
3,2,SD,HURON,44.3633173,-98.2142572,209443,36,34,558,177.49,$/st,25,2,FOB,Aug-17,yes
10,2,MN,WINTHROP,44.5430195,-94.3663674,101964,842,34,558,174,$/st,51,2,FOB,Aug-17,yes
3,2,SD,HURON,44.3633173,-98.2142572,204563,699,34,558,177.5,$/st,42,2,DEL,Aug-17,no
8,2,MN,WELCOME,43.6668998,-94.6194213,206084,29,34,558,180,$/st,52,2,DEL,Aug-17,no
13,2,SD,TWIN BROOKS,45.2057974,-96.7795108,204448,5,34,558,181.5,$/st,99,2,DEL,Aug-17,no
13,2,SD,MADISON,44.0060847,-97.1139496,101329,5,34,558,188,$/st,84,2,DEL,Aug-17,yes
13,2,SD,HARTFORD,43.6230323,-96.942555,200826,5,34,558,188,$/st,26,2,FOB,Aug-17,no
13,2,SD,FLANDREAU,44.0494154,-96.595324,217420,5,34,558,188,$/st,176,2,FOB,Aug-17,yes
13,2,SD,TULARE,44.7380336,-98.5098176,218161,5,34,558,179.4,$/st,32,2,FOB,Aug-17,yes
